"Processor_Number","Vertical_Segment","nb_of_Cores","nb_of_Threads","Max_nb_of_Memory_Channels","PCI_Express_Revision","Max_nb_of_PCI_Express_Lanes","Price_USD","Launch_Year","Lithography_nm","Base_Frequency_GHz","Turbo_Frequency_GHz","Cache_MB","TDP_W","Max_Memory_GB","Memory_Bandwidth_GBs"
"i7-950","Desktop",4,8,3,3,16,305,2009,45,3.06,3.33,8,130,24,25.6
"i7-960","Desktop",4,8,3,3,16,305,2009,45,3.2,3.46,8,130,24,25.6
"i7-970","Desktop",6,12,3,3,16,594,2010,32,3.2,3.46,12,130,24,25.6
"i7-980","Desktop",6,12,3,3,16,594,2011,32,3.33,3.6,12,130,24,21
"i3-560","Desktop",2,4,2,2,16,117,2010,32,3.33,3.33,4,73,16.38,21
"i5-480M","Mobile",2,4,2,2,16,275,2011,32,2.66,2.93,3,35,8,17.1
"i3-390M","Mobile",2,4,2,2,16,275,2011,32,2.66,2.66,3,35,8,17.1
"i5-680","Desktop",2,4,2,2,16,305,2010,32,3.6,3.86,4,73,16.6,21
"i7-610E","Mobile",2,4,2,2,16,232,2010,32,2.53,3.2,4,35,8.79,17.1
"i7-720QM","Mobile",4,8,2,2,16,380,2009,45,1.6,2.8,6,45,8,21
"i7-820QM","Mobile",4,8,2,2,16,378,2009,45,1.73,3.06,8,45,8,21
"i7-860","Desktop",4,8,2,2,16,222.5,2009,45,2.8,3.46,8,95,16,21
"i7-920","Desktop",4,8,3,3,16,305,2008,45,2.66,2.93,8,130,24,25.6
"i3-2100","Desktop",2,4,2,2,16,120,2011,32,3.1,3.1,3,65,32,21
"i3-2100T","Desktop",2,4,2,2,16,132,2011,32,2.5,2.5,3,35,32,21
"i3-2105","Desktop",2,4,2,2,16,134,2011,32,3.1,3.1,3,65,32,21
"i3-2102","Desktop",2,4,2,2,16,75,2011,32,3.1,3.1,3,65,32,21
"i3-2120","Desktop",2,4,2,2,16,75,2011,32,3.3,3.3,3,65,32,21
"i3-2120T","Desktop",2,4,2,2,16,121,2011,32,2.6,2.6,3,35,32,21
"i3-2125","Desktop",2,4,2,2,16,75,2011,32,3.3,3.3,3,65,32,21
"i3-2130","Desktop",2,4,2,2,16,117,2011,32,3.4,3.4,3,65,32,21
"i3-2310M","Mobile",2,4,2,2,16,275,2011,32,2.1,2.1,3,35,16,21.3
"i3-2310E","Embedded",2,4,2,2,16,187,2011,32,2.1,2.1,3,35,16.6,21.3
"i3-2312M","Mobile",2,4,2,2,16,275,2011,32,2.1,2.1,3,35,16,21.3
"i3-2328M","Mobile",2,4,2,2,16,275,2012,32,2.2,2.2,3,35,16,21.3
"i3-2330M","Mobile",2,4,2,2,16,275,2011,32,2.2,2.2,3,35,16,21.3
"i3-2330E","Mobile",2,4,2,2,16,187,2011,32,2.2,2.2,3,35,16.6,21.3
"i3-2340UE","Embedded",2,4,2,2,16,209,2011,32,1.3,1.3,3,17,16.6,21.3
"i3-2348M","Mobile",2,4,2,2,16,275,2013,32,2.3,2.3,3,35,16,21.3
"i3-2350M","Mobile",2,4,2,2,16,275,2011,32,2.3,2.3,3,35,16,21.3
"i3-2357M","Mobile",2,4,2,2,16,275,2011,32,1.3,1.3,3,17,16,21.3
"i3-2365M","Mobile",2,4,2,2,16,275,2012,32,1.4,1.4,3,17,16,25.6
"i3-2367M","Mobile",2,4,2,2,16,250,2011,32,1.4,1.4,3,17,16,21.3
"i3-2370M","Mobile",2,4,2,2,16,275,2012,32,2.4,2.4,3,35,16,21.3
"i3-2375M","Mobile",2,4,2,2,16,275,2013,32,1.5,1.5,3,17,16,25.6
"i3-2377M","Mobile",2,4,2,2,16,275,2012,32,1.5,1.5,3,17,16,25.6
"i5-2300","Desktop",4,4,2,2,16,187,2011,32,2.8,3.1,6,95,32,21
"i5-2310","Desktop",4,4,2,2,16,222.5,2011,32,2.9,3.2,6,95,32,21
"i5-2320","Desktop",4,4,2,2,16,177,2011,32,3,3.3,6,95,32,21
"i5-2380P","Desktop",4,4,2,2,16,187,2012,32,3.1,3.4,6,95,32,21
"i5-2390T","Desktop",2,4,2,2,16,75,2011,32,2.7,3.5,3,35,32,21
"i5-2400","Desktop",4,4,2,2,16,174,2011,32,3.1,3.4,6,95,32,21
"i5-2400S","Desktop",4,4,2,2,16,222.5,2011,32,2.5,3.3,6,65,32,21
"i5-2405S","Desktop",4,4,2,2,16,222.5,2011,32,2.5,3.3,6,65,32,21
"i5-2410M","Mobile",2,4,2,2,16,275,2011,32,2.3,2.9,3,35,16,21.3
"i5-2430M","Mobile",2,4,2,2,16,275,2011,32,2.4,3,3,35,16,21.3
"i5-2450M","Mobile",2,4,2,2,16,275,2012,32,2.5,3.1,3,35,16,21.3
"i5-2435M","Mobile",2,4,2,2,16,275,2011,32,2.4,3,3,35,16,21.3
"i5-2450P","Desktop",4,4,2,2,16,205,2012,32,3.2,3.5,6,95,32,21
"i5-2467M","Mobile",2,4,2,2,16,275,2011,32,1.6,2.3,3,17,8.01,21.3
"i5-2500","Desktop",4,4,2,2,16,222.5,2011,32,3.3,3.7,6,95,32,21
"i5-2500K","Desktop",4,4,2,2,16,222.5,2011,32,3.3,3.7,6,95,32,21
"i5-2500S","Desktop",4,4,2,2,16,222.5,2011,32,2.7,3.7,6,65,32,21
"i5-2500T","Desktop",4,4,2,2,16,222.5,2011,32,2.3,3.3,6,45,32,21
"i5-2510E","Mobile",2,4,2,2,16,236,2011,32,2.5,3.1,3,35,16.6,21.3
"i5-2515E","Embedded",2,4,2,2,16,250,2011,32,2.5,3.1,3,35,16.6,21.3
"i5-2520M","Mobile",2,4,2,2,16,275,2011,32,2.5,3.2,3,35,16,21.3
"i5-2540M","Mobile",2,4,2,2,16,269,2011,32,2.6,3.3,3,35,16,21.3
"i5-2537M","Mobile",2,4,2,2,16,275,2011,32,1.4,2.3,3,17,8.01,21.3
"i5-2550K","Desktop",4,4,2,2,16,235,2012,32,3.4,3.8,6,95,32,21
"i7-2600","Desktop",4,8,2,2,16,261,2011,32,3.4,3.8,8,95,32,21
"i5-2557M","Mobile",2,4,2,2,16,275,2011,32,1.7,2.7,3,17,8.01,21.3
"i7-2600K","Desktop",4,8,2,2,16,222.5,2011,32,3.4,3.8,8,95,32,21
"i7-2600S","Desktop",4,8,2,2,16,222.5,2011,32,2.8,3.8,8,65,32,21
"i7-2610UE","Embedded",2,4,2,2,16,280,2011,32,1.5,2.4,4,17,16.6,21.3
"i7-2617M","Mobile",2,4,2,2,16,275,2011,32,1.5,2.6,4,17,8.01,21.3
"i7-2620M","Mobile",2,4,2,2,16,275,2011,32,2.7,3.4,4,35,16,21.3
"i7-2630QM","Mobile",4,8,2,2,16,378,2011,32,2,2.9,6,45,16,21.3
"i7-2629M","Mobile",2,4,2,2,16,275,2011,32,2.1,3,4,25,8.01,21.3
"i7-2635QM","Mobile",4,8,2,2,16,378,2011,32,2,2.9,6,45,16,21.3
"i7-2637M","Mobile",2,4,2,2,16,275,2011,32,1.7,2.8,4,17,8.01,21.3
"i7-2640M","Mobile",2,4,2,2,16,275,2011,32,2.8,3.5,4,35,16,21.3
"i7-2649M","Mobile",2,4,2,2,16,275,2011,32,2.3,3.2,4,25,8.01,21.3
"i7-2655LE","Embedded",2,4,2,2,16,306,2011,32,2.2,2.9,4,25,16.6,21.3
"i7-2657M","Mobile",2,4,2,2,16,275,2011,32,1.6,2.7,4,17,8.01,21.3
"i7-2675QM","Mobile",4,8,2,2,16,378,2011,32,2.2,3.1,6,45,16,21.3
"i7-2670QM","Mobile",4,8,2,2,16,378,2011,32,2.2,3.1,6,45,32,21.3
"i7-2677M","Mobile",2,4,2,2,16,275,2011,32,1.8,2.9,4,17,8.01,21.3
"i7-2700K","Desktop",4,8,2,2,16,222.5,2011,32,3.5,3.9,8,95,32,21
"i7-2715QE","Embedded",4,8,2,2,16,295,2011,32,2.1,3,6,45,16.6,21.3
"i7-2710QE","Mobile",4,8,2,2,20,295,2011,32,2.1,3,6,45,16.6,21.3
"i7-2720QM","Mobile",4,8,2,2,16,378,2011,32,2.2,3.3,6,45,32,25.6
"i7-2760QM","Mobile",4,8,2,2,16,378,2011,32,2.4,3.5,6,45,32,25.6
"i7-2860QM","Mobile",4,8,2,2,16,568,2011,32,2.5,3.6,8,45,32,25.6
"i7-2820QM","Mobile",4,8,2,2,16,570,2011,32,2.3,3.4,8,45,32,25.6
"i3-3110M","Mobile",2,4,2,2,1,225,2012,22,2.4,2.4,3,35,32,25.6
"i3-3115C","Embedded",2,4,2,3,20,293,2013,22,2.5,2.5,4,25,32,21.3
"i3-3120M","Mobile",2,4,2,2,1,225,2012,22,2.5,2.5,3,35,32,25.6
"i3-3120ME","Embedded",2,4,2,2,1,199,2012,22,2.4,2.4,3,35,16,25.6
"i3-3130M","Mobile",2,4,2,2,1,275,2013,22,2.6,2.6,3,35,32,25.6
"i3-3210","Desktop",2,4,2,2,16,117,2013,22,3.2,3.2,3,55,32,25.6
"i3-3217U","Mobile",2,4,2,2,1,225,2012,22,1.8,1.8,3,17,32,25.6
"i3-3217UE","Embedded",2,4,2,2,1,221,2012,22,1.6,1.6,3,17,16,25.6
"i3-3220","Desktop",2,4,2,2,16,75,2012,22,3.3,3.3,3,55,32,25.6
"i3-3220T","Desktop",2,4,2,2,16,117,2012,22,2.8,2.8,3,35,32,25.6
"i3-3225","Desktop",2,4,2,2,16,134,2012,22,3.3,3.3,3,55,32,25.6
"i3-3227U","Mobile",2,4,2,2,1,225,2013,22,1.9,1.9,3,17,32,25.6
"i3-3240","Desktop",2,4,2,2,16,117,2012,22,3.4,3.4,3,55,32,25.6
"i3-3229Y","Mobile",2,4,2,3,12,275,2013,22,1.4,1.4,3,13,32,25.6
"i3-3245","Desktop",2,4,2,2,16,75,2013,22,3.4,3.4,3,55,32,25.6
"i3-3240T","Desktop",2,4,2,2,16,117,2012,22,2.9,2.9,3,35,32,25.6
"i3-3250","Desktop",2,4,2,2,16,117,2013,22,3.5,3.5,3,55,32,25.6
"i5-3210M","Mobile",2,4,2,3,1,225,2012,22,2.5,3.1,3,35,32,25.6
"i3-3250T","Desktop",2,4,2,2,16,117,2013,22,3,3,3,35,32,25.6
"i5-3230M","Mobile",2,4,2,3,1,275,2013,22,2.6,3.2,3,35,32,25.6
"i5-3230M","Mobile",2,4,2,3,1,225,2013,22,2.6,3.2,3,35,32,25.6
"i5-3317U","Mobile",2,4,2,2,1,225,2012,22,1.7,2.6,3,17,32,25.6
"i5-3320M","Mobile",2,4,2,3,1,275,2012,22,2.6,3.3,3,35,32,25.6
"i5-3210M","Mobile",2,4,2,3,1,225,2012,22,2.5,3.1,3,35,32,25.6
"i5-3330","Desktop",4,4,2,3,16,222.5,2012,22,3,3.2,6,77,32,25.6
"i5-3330S","Desktop",4,4,2,3,16,182,2012,22,2.7,3.2,6,65,32,25.6
"i5-3337U","Mobile",2,4,2,2,1,225,2013,22,1.8,2.7,3,17,32,25.6
"i5-3339Y","Mobile",2,4,2,3,12,275,2013,22,1.5,2,3,13,32,25.6
"i5-3340","Desktop",4,4,2,3,16,222.5,2013,22,3.1,3.3,6,77,32,25.6
"i5-3340S","Desktop",4,4,2,3,16,222.5,2013,22,2.8,3.3,6,65,32,25.6
"i5-3340M","Mobile",2,4,2,3,1,275,2013,22,2.7,3.4,3,35,32,25.6
"i5-3350P","Desktop",4,4,2,3,16,177,2012,22,3.1,3.3,6,69,32.23,25.6
"i5-3360M","Mobile",2,4,2,3,1,275,2012,22,2.8,3.5,3,35,32,25.6
"i5-3427U","Mobile",2,4,2,2,1,225,2012,22,1.8,2.8,3,17,32,25.6
"i5-3380M","Mobile",2,4,2,3,1,275,2013,22,2.9,3.6,3,35,32,25.6
"i5-3437U","Mobile",2,4,2,2,1,275,2013,22,1.9,2.9,3,17,32,25.6
"i5-3439Y","Mobile",2,4,2,3,12,275,2013,22,1.5,2.3,3,13,32,25.6
"i5-3450","Desktop",4,4,2,3,16,195,2012,22,3.1,3.5,6,77,32,25.6
"i5-3450S","Desktop",4,4,2,3,16,222.5,2012,22,2.8,3.5,6,65,32,25.6
"i5-3470","Desktop",4,4,2,3,16,222.5,2012,22,3.2,3.6,6,77,32,25.6
"i5-3470S","Desktop",4,4,2,3,16,222.5,2012,22,2.9,3.6,6,65,32,25.6
"i5-3470T","Desktop",2,4,2,3,16,184,2012,22,2.9,3.6,3,35,32,25.6
"i5-3475S","Desktop",4,4,2,3,16,201,2012,22,2.9,3.6,6,65,32,25.6
"i5-3550","Desktop",4,4,2,3,16,222.5,2012,22,3.3,3.7,6,77,32,25.6
"i5-3550S","Desktop",4,4,2,3,16,197,2012,22,3,3.7,6,65,32,25.6
"i5-3570","Desktop",4,4,2,3,16,213,2012,22,3.4,3.8,6,77,32,25.6
"i5-3570K","Desktop",4,4,2,3,16,222.5,2012,22,3.4,3.8,6,77,32,25.6
"i5-3570T","Desktop",4,4,2,3,16,205,2012,22,2.3,3.3,6,45,32,25.6
"i5-3570S","Desktop",4,4,2,3,16,205,2012,22,3.1,3.8,6,65,32,25.6
"i5-3610ME","Embedded",2,4,2,3,1,235,2012,22,2.7,3.3,3,35,16,25.6
"i7-3517U","Mobile",2,4,2,2,16,275,2012,22,1.9,3,4,17,32,25.6
"i7-3520M","Mobile",2,4,2,3,16,346,2012,22,2.9,3.6,4,35,32,25.6
"i7-3517UE","Embedded",2,4,2,3,16,280,2012,22,1.7,2.8,4,17,16,25.6
"i7-3537U","Mobile",2,4,2,2,16,346,2013,22,2,3.1,4,17,32,25.6
"i7-3540M","Mobile",2,4,2,3,16,346,2013,22,3,3.7,4,35,32,25.6
"i7-3555LE","Embedded",2,4,2,3,16,306,2012,22,2.5,3.2,4,25,16,25.6
"i7-3610QE","Embedded",4,8,2,3,16,335,2012,22,2.3,3.3,6,45,32.23,25.6
"i7-3610QM","Mobile",4,8,2,3,16,378,2012,22,2.3,3.3,6,45,32,25.6
"i7-3612QM","Mobile",4,8,2,3,16,378,2012,22,2.1,3.1,6,35,32,25.6
"i7-3612QE","Embedded",4,8,2,3,16,363,2012,22,2.1,3.1,6,35,16.11,25.6
"i7-3612QM","Mobile",4,8,2,3,16,378,2012,22,2.1,3.1,6,35,32,25.6
"i7-3615QE","Embedded",4,8,2,3,16,335,2012,22,2.3,3.3,6,45,16.11,25.6
"i7-3615QM","Mobile",4,8,2,3,16,378,2012,22,2.3,3.3,6,45,32,25.6
"i7-3630QM","Mobile",4,8,2,3,16,378,2012,22,2.4,3.4,6,45,32,25.6
"i7-3632QM","Mobile",4,8,2,3,16,378,2012,22,2.2,3.2,6,35,32,25.6
"i7-3632QM","Mobile",4,8,2,3,16,378,2012,22,2.2,3.2,6,35,32,25.6
"i7-3635QM","Mobile",4,8,2,3,16,378,2012,22,2.4,3.4,6,45,32,25.6
"i7-3667U","Mobile",2,4,2,2,16,346,2012,22,2,3.2,4,17,32,25.6
"i7-3687U","Mobile",2,4,2,2,16,346,2013,22,2.1,3.3,4,17,32,25.6
"i7-3689Y","Mobile",2,4,2,3,12,275,2013,22,1.5,2.6,4,13,32,25.6
"i7-3720QM","Mobile",4,8,2,3,16,378,2012,22,2.6,3.6,6,45,32,25.6
"i7-3770","Desktop",4,8,2,3,16,222.5,2012,22,3.4,3.9,8,77,32,25.6
"i7-3740QM","Mobile",4,8,2,3,16,378,2012,22,2.7,3.7,6,45,32,25.6
"i7-3770K","Desktop",4,8,2,3,16,222.5,2012,22,3.5,3.9,8,77,32,25.6
"i7-3770S","Desktop",4,8,2,3,16,222.5,2012,22,3.1,3.9,8,65,32,25.6
"i7-3770T","Desktop",4,8,2,3,16,294,2012,22,2.5,3.7,8,45,32,25.6
"i7-3820QM","Mobile",4,8,2,3,16,568,2012,22,2.7,3.7,8,45,32,25.6
"i7-3840QM","Mobile",4,8,2,3,16,568,2012,22,2.8,3.8,8,45,32,25.6
"QX6700","Desktop",4,4,2,3,16,222.5,2006,65,2.66,2.66,8,130,32,25.6
"QX6800","Desktop",4,4,2,3,16,222.5,2007,65,2.93,2.93,8,130,32,25.6
"QX6850","Desktop",4,4,2,3,16,222.5,2007,65,3,3,8,130,32,25.6
"QX9300","Mobile",4,4,2,3,12,378,2008,45,2.53,2.53,12,45,16,25.6
"QX9650","Desktop",4,4,2,3,16,222.5,2007,45,3,3,12,130,32,25.6
"QX9770","Desktop",4,4,2,3,16,222.5,2008,45,3.2,3.2,12,136,32,25.6
"QX9775","Desktop",4,4,2,3,16,222.5,2008,45,3.2,3.2,12,150,32,25.6
"X6800","Desktop",2,2,2,3,16,75,2006,65,2.93,2.93,4,75,32,25.6
"X7800","Mobile",2,2,2,3,12,275,2007,65,2.6,2.6,4,44,16,25.6
"X7900","Mobile",2,2,2,3,12,275,2007,65,2.8,2.8,4,44,16,25.6
"X9000","Mobile",2,2,2,3,12,275,2008,45,2.8,2.8,6,44,16,25.6
"X9100","Mobile",2,2,2,3,12,275,2008,45,3.06,3.06,6,44,16,25.6
"i7-920XM","Mobile",4,8,2,2,16,378,2009,45,2,3.2,8,55,8,21
"i7-940XM","Mobile",4,8,2,2,16,378,2010,45,2.13,3.33,8,55,8,21
"i7-965","Desktop",4,8,3,3,16,990,2008,45,3.2,3.46,8,130,24,25.6
"i7-975","Desktop",4,8,3,3,16,1059,2009,45,3.33,3.6,8,130,24,25.6
"i7-980X","Desktop",6,12,3,3,16,1059,2010,32,3.33,3.6,12,130,24,25.6
"i7-990X","Desktop",6,12,3,3,16,1059,2011,32,3.46,3.73,12,130,24,25.6
"i7-2920XM","Mobile",4,8,2,2,16,378,2011,32,2.5,3.5,8,55,32,25.6
"D1508","Server",2,4,2,2,32,129,2015,14,2.2,2.6,3,25,128,68
"D1509","Server",2,2,2,2,32,156,2015,14,1.5,1.5,3,19,128,68
"D1517","Server",4,8,2,2,32,194,2015,14,1.6,2.2,6,25,128,68
"D1519","Server",4,8,2,2,32,200,2016,14,1.5,2.1,6,25,128,76.8
"G2020","Desktop",2,2,2,2,16,64,2013,22,2.9,2.9,3,55,32,21
"G2030","Desktop",2,2,2,2,16,64,2013,22,3,3,3,55,32,21
"G2020T","Desktop",2,2,2,2,16,64,2013,22,2.5,2.5,3,35,32,21
"G2030T","Desktop",2,2,2,2,16,64,2013,22,2.6,2.6,3,35,32,21
"G2100T","Desktop",2,2,2,2,16,75,2012,22,2.6,2.6,3,35,32,25.6
"G2120","Desktop",2,2,2,2,16,75,2012,22,3.1,3.1,3,55,32,25.6
"G2120T","Desktop",2,2,2,2,16,75,2013,22,2.7,2.7,3,35,32,25.6
"G2130","Desktop",2,2,2,2,16,75,2013,22,3.2,3.2,3,55,32,25.6
"G2140","Desktop",2,2,2,2,16,93,2013,22,3.3,3.3,3,55,32,25.6
"G4400TE","Embedded",2,2,2,3,16,64,2015,14,2.4,2.4,3,35,64,34.1
"G4400T","Desktop",2,2,2,3,16,64,2015,14,2.9,2.9,3,35,64,34.1
"G4400","Desktop",2,2,2,3,16,64,2015,14,3.3,3.3,3,54,64,34.1
"G4560","Desktop",2,4,2,3,16,64,2017,14,3.5,3.5,3,54,64,34.1
"G4520","Desktop",2,2,2,3,16,75,2015,14,3.6,3.6,3,51,64,34.1
"G4500","Desktop",2,2,2,3,16,75,2015,14,3.5,3.5,3,51,64,34.1
"G4500T","Desktop",2,2,2,3,16,75,2015,14,3,3,3,35,64,34.1
"G4560T","Desktop",2,4,2,3,16,64,2017,14,2.9,2.9,3,35,64,34.1
"G4620","Desktop",2,4,2,3,16,75,2017,14,3.7,3.7,3,51,64,34.1
"G4600","Desktop",2,4,2,3,16,75,2017,14,3.6,3.6,3,51,64,34.1
"G4600T","Desktop",2,4,2,3,16,75,2017,14,3,3,3,35,64,34.1
"G3220","Desktop",2,2,2,3,16,75,2013,22,3,3,3,53,32,21.3
"G3240","Desktop",2,2,2,3,16,75,2014,22,3.1,3.1,3,53,32,21.3
"G3220T","Desktop",2,2,2,3,16,64,2013,22,2.6,2.6,3,35,32,21.3
"G3240T","Desktop",2,2,2,3,16,64,2014,22,2.7,2.7,3,35,32,21.3
"G3250","Desktop",2,2,2,3,16,75,2014,22,3.2,3.2,3,53,32,21.3
"G3258","Desktop",2,2,2,3,16,72,2014,22,3.2,3.2,3,53,32,21.3
"G3260","Desktop",2,2,2,3,16,64,2015,22,3.3,3.3,3,53,32,21.3
"G3250T","Desktop",2,2,2,3,16,64,2014,22,2.8,2.8,3,35,32,21.3
"G3260T","Desktop",2,2,2,3,16,64,2015,22,2.9,2.9,3,35,32,21.3
"G3320TE","Embedded",2,2,2,3,16,70,2013,22,2.3,2.3,3,35,32,21.3
"G3420","Desktop",2,2,2,3,16,75,2013,22,3.2,3.2,3,53,32,25.6
"G3420T","Desktop",2,2,2,3,16,75,2013,22,2.7,2.7,3,35,32,25.6
"G3430","Desktop",2,2,2,3,16,75,2013,22,3.3,3.3,3,53,32,25.6
"G3440","Desktop",2,2,2,3,16,75,2014,22,3.3,3.3,3,53,32,25.6
"G3440T","Desktop",2,2,2,3,16,75,2014,22,2.8,2.8,3,35,32,25.6
"G3450","Desktop",2,2,2,3,16,75,2014,22,3.4,3.4,3,53,32,25.6
"G3450T","Desktop",2,2,2,3,16,75,2014,22,2.9,2.9,3,35,32,25.6
"G3460","Desktop",2,2,2,3,16,75,2014,22,3.5,3.5,3,53,32,25.6
"G3460T","Desktop",2,2,2,3,16,75,2015,22,3,3,3,35,32,25.6
"G3470","Desktop",2,2,2,3,16,86,2015,22,3.6,3.6,3,53,32,25.6
"2002E","Embedded",2,2,2,3,16,86,2014,22,1.5,1.5,2,25,32,25.6
"2950M","Mobile",2,2,2,2,16,75,2013,22,2,2,2,37,32,25.6
"2955U","Mobile",2,2,2,2,10,107,2013,22,1.4,1.4,2,15,16,25.6
"2957U","Mobile",2,2,2,2,10,107,2013,22,1.4,1.4,2,15,16,25.6
"2970M","Mobile",2,2,2,2,16,75,2014,22,2.2,2.2,2,37,32,25.6
"2961Y","Mobile",2,2,2,2,12,275,2013,22,1.1,1.1,2,11.5,16,25.6
"2980U","Mobile",2,2,2,2,12,107,2013,22,1.6,1.6,2,15,16,25.6
"2981U","Mobile",2,2,2,2,12,275,2013,22,1.6,1.6,2,15,16,25.6
"1005M","Mobile",2,2,2,2,1,75,2013,22,1.9,1.9,2,35,32,25.6
"1007U","Mobile",2,2,2,2,1,75,2013,22,1.5,1.5,2,17,32,25.6
"1017U","Mobile",2,2,2,2,1,75,2013,22,1.6,1.6,2,17,32,25.6
"1019Y","Mobile",2,2,2,3,12,275,2013,22,1,1,2,10,32,25.6
"1020E","Embedded",2,2,2,2,1,76,2013,22,2.2,2.2,2,35,16,25.6
"1020M","Mobile",2,2,2,2,1,75,2013,22,2.1,2.1,2,35,32,25.6
"1037U","Mobile",2,2,2,2,1,275,2013,22,1.8,1.8,2,17,32,25.6
"1047UE","Embedded",2,2,2,2,1,119,2013,22,1.4,1.4,2,17,16,25.6
"360","Desktop",1,1,2,3,16,37,2006,65,3.46,3.46,512,65,32,25.6
"356","Desktop",1,1,2,3,16,37,2006,65,3.33,3.33,512,86,32,25.6
"355","Desktop",1,1,2,3,16,37,2005,90,3.33,3.33,256,84,32,25.6
"352","Desktop",1,1,2,3,16,37,2006,65,3.2,3.2,512,86,32,25.6
"351","Desktop",1,1,2,3,16,37,2005,90,3.2,3.2,256,84,32,25.6
"350J","Desktop",1,1,2,3,16,37,2005,90,3.2,3.2,256,73,32,25.6
"350","Desktop",1,1,2,3,16,37,2005,90,3.2,3.2,256,73,32,25.6
"347","Desktop",1,1,2,3,16,37,2006,65,3.06,3.06,512,86,32,25.6
"346","Desktop",1,1,2,3,16,37,2004,90,3.06,3.06,256,84,32,25.6
"345J","Desktop",1,1,2,3,16,37,2004,90,3.06,3.06,256,84,32,25.6
"345","Desktop",1,1,2,3,16,37,2004,90,3.06,3.06,256,73,32,25.6
"341","Desktop",1,1,2,3,16,37,2004,90,2.93,2.93,256,84,32,25.6
"340J","Desktop",1,1,2,3,16,37,2004,90,2.93,2.93,256,84,32,25.6
"340","Desktop",1,1,2,3,16,37,2004,90,2.93,2.93,256,73,32,25.6
"336","Desktop",1,1,2,3,16,37,2004,90,2.8,2.8,256,84,32,25.6
"","Mobile",1,1,2,3,12,64,2001,130,0.65,0.65,256,8.3,16,25.6
"335J","Desktop",1,1,2,3,16,37,2004,90,2.8,2.8,256,84,32,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.766,0.766,128,20,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2.8,2.8,128,68.4,32,25.6
"335","Desktop",1,1,2,3,16,37,2004,90,2.8,2.8,256,73,32,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.933,0.933,128,20.6,16,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.733,0.733,128,23.6,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2.7,2.7,128,66.8,32,25.6
"383","Mobile",1,1,2,3,12,64,2004,90,1,1,1,5.5,16,25.6
"335","Desktop",1,1,2,3,16,37,2004,90,2.8,2.8,256,73,32,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.4,0.4,128,6.5,16,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.95,0.95,128,28,32,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.7,0.7,128,18.3,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2.6,2.6,128,62.6,32,25.6
"373","Mobile",1,1,2,3,12,64,2004,90,1,1,512,5.5,16,25.6
"331","Desktop",1,1,2,3,16,37,2004,90,2.66,2.66,256,84,32,25.6
"807","Mobile",1,2,2,2,16,64,2012,32,1.5,1.5,1.5,17,16,21.3
"B800","Mobile",2,2,2,2,16,275,2011,32,1.5,1.5,2,35,16,21.3
"G530","Desktop",2,2,2,2,16,42,2011,32,2.4,2.4,2,65,32,17
"","Mobile",1,1,2,3,12,64,2000,180,0.9,0.9,128,24,16,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.866,0.866,128,23.3,16,25.6
"","Desktop",1,1,2,3,16,37,2002,130,0.9,0.9,256,34.8,32,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.667,0.667,128,17.5,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2.5,2.5,128,61,32,25.6
"353","Mobile",1,1,2,3,12,64,2004,90,0.9,0.9,512,5,16,25.6
"330J","Desktop",1,1,2,3,16,37,2004,90,2.66,2.66,256,84,32,25.6
"807UE","Embedded",1,1,1,3,16,98,2011,32,1,1,1,10,4.88,21.3
"B810","Mobile",2,2,2,2,16,72,2011,32,1.6,1.6,2,35,16.6,21.3
"G530T","Desktop",2,2,2,2,16,75,2011,32,2,2,2,35,32,17
"","Mobile",1,1,2,3,12,64,2000,180,0.85,0.85,128,18.8,16,25.6
"","Mobile",1,1,2,3,12,64,2002,130,2.5,2.5,256,61,16,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.9,0.9,128,26.7,32,25.6
"","Desktop",1,1,2,3,16,37,2000,180,0.633,0.633,128,16.5,32,25.6
"","Desktop",1,1,2,3,16,37,2002,130,2.4,2.4,128,59.8,32,25.6
"333","Mobile",1,1,2,3,12,64,2002,130,0.9,0.9,512,7,16,25.6
"330","Desktop",1,1,2,3,16,37,2004,90,2.66,2.66,256,73,32,25.6
"827E","Embedded",1,1,2,2,16,89,2011,32,1.4,1.4,1.5,17,16.6,21.3
"B810E","Embedded",2,2,2,2,16,72,2011,32,1.6,1.6,2,35,16.6,21.3
"G540","Desktop",2,2,2,2,16,75,2011,32,2.5,2.5,2,65,32,17
"","Mobile",1,1,2,3,12,64,2000,180,0.8,0.8,128,22,16,25.6
"","Mobile",1,1,2,3,12,64,2000,180,0.8,0.8,128,17.6,16,25.6
